Frame, Time, HP, Atk, Def, SpD, SpD, Spe
569, 0:09.48, 19, 14, 12, A, A, B
570, 0:09.50, 27, 17, 6, A, 12, A
571, 0:09.51, 17, A, 12, 20, 2, A
572, 0:09.53, 26, 20, A, A, 5, 6
573, 0:09.55, 6, 13, 5, B, A, 15
574, 0:09.56, 15, B, 3, A, 13, B
575, 0:09.58, 10, A, B, 0, B, 13
576, 0:09.60, 13, 0, 5, A, A, 2
577, 0:09.61, 2, 8, A, 4, 10, A
578, 0:09.63, 6, 4, 10, B, A, A
579, 0:09.65, 16, B, B, 15, 29, A
580, 0:09.66, B, 15, 29, B, B, 15
581, 0:09.68, 15, B, 2, B, B, 21
582, 0:09.70, B, 2, 26, 29, B, B
583, 0:09.71, 6, 29, 21, 15, B, B
584, 0:09.73, 28, 15, 24, B, A, B
585, 0:09.75, 22, 23, 28, 0, 23, A
586, 0:09.76, 7, 0, 23, 1, A, A
587, 0:09.78, 13, A, 4, A, 13, 29
588, 0:09.80, 29, A, 13, A, A, 11
589, 0:09.81, A, A, 16, A, 26, 29
590, 0:09.83, A, A, 26, 16, 7, A
591, 0:09.85, 23, A, 7, B, 22, 4
592, 0:09.86, 4, B, 22, B, 30, 14
593, 0:09.88, 14, B, B, 21, B, 22
594, 0:09.90, B, 21, B, 7, A, 0
595, 0:09.91, B, 7, 14, 6, B, 2
596, 0:09.93, 2, B, 6, 2, A, 20
597, 0:09.95, 20, A, 15, B, B, 16
598, 0:09.96, 16, A, 17, 21, B, 31
599, 0:09.98, 31, 21, 17, B, 13, 3
600, 0:10.00, 3, 5, 13, 23, B, B
601, 0:10.01, 31, 23, 30, B, A, 14
602, 0:10.03, 14, A, 11, 8, A, B
603, 0:10.05, 23, 8, 11, A, A, A
604, 0:10.06, 18, B, 30, A, 14, 21
605, 0:10.08, 21, A, 14, B, 15, 27
606, 0:10.10, 27, 20, B, B, B, 19
607, 0:10.11, B, 1, 13, 11, B, A
608, 0:10.13, 27, A, B, 18, B, 16
609, 0:10.15, 16, A, B, 6, B, 14
610, 0:10.16, 14, A, 22, B, 28, 18
611, 0:10.18, 18, 17, 28, 1, 22, A
612, 0:10.20, A, 1, 22, 7, A, A
613, 0:10.21, 19, A, A, B, 15, 15
614, 0:10.23, 15, 5, 15, A, B, A
615, 0:10.25, 0, B, A, 10, 1, 17
616, 0:10.26, 17, B, A, 30, 26, A
617, 0:10.28, 29, A, 26, B, 14, 26
618, 0:10.30, 26, 7, B, 8, A, 6
619, 0:10.31, 6, A, B, B, 23, 8
620, 0:10.33, 8, 30, 23, 14, A, B
621, 0:10.35, 1, B, 22, B, 17, B
622, 0:10.36, 2, 19, 17, 27, A, B
623, 0:10.38, B, 27, 0, A, B, 18
624, 0:10.40, 18, 30, 14, 6, B, B
625, 0:10.41, 21, A, B, 22, 19, B
626, 0:10.43, 24, B, 19, 2, B, 27
627, 0:10.45, 27, B, 21, A, 7, A
628, 0:10.46, 3, B, 7, 15, 13, 9
629, 0:10.48, 9, 15, 13, B, A, A
630, 0:10.50, 12, 8, A, B, 3, 15
631, 0:10.51, 15, 10, 3, 30, B, B
632, 0:10.53, B, 30, 9, A, 15, B
633, 0:10.55, 28, A, 15, 1, B, 19
634, 0:10.56, 19, B, 28, A, B, 14
635, 0:10.58, 14, B, 2, B, B, 17
636, 0:10.60, 17, 0, 13, 12, 22, A
637, 0:10.61, B, 12, 22, A, B, 11
638, 0:10.63, 11, 0, B, 11, B, 11
639, 0:10.65, 11, B, 16, 29, 16, B
640, 0:10.66, 10, 29, 16, B, B, B
641, 0:10.68, 9, B, B, 8, B, 27
642, 0:10.70, 27, 8, 15, B, 11, B
643, 0:10.71, 15, 3, 11, 14, A, B
644, 0:10.73, 8, 14, 8, 22, 10, B
645, 0:10.75, 21, 22, 10, 9, B, B
646, 0:10.76, 31, A, 26, B, 9, B
647, 0:10.78, 17, 2, 9, 16, A, A
648, 0:10.80, 11, 16, A, A, B, 9
649, 0:10.81, 9, 16, 2, A, B, 3
650, 0:10.83, 3, A, A, 24, 30, 4
651, 0:10.85, 4, 24, A, A, 7, A
652, 0:10.86, A, 6, 7, A, A, 15
653, 0:10.88, 15, 4, A, A, A, 14
654, 0:10.90, A, B, 2, 26, 7, A
655, 0:10.91, A, B, 7, B, 3, 5
656, 0:10.93, 5, B, 3, B, 6, 26
657, 0:10.95, 26, 4, B, 1, 30, A
658, 0:10.96, B, 1, A, 22, A, 4
659, 0:10.98, 4, 22, A, 16, B, A
660, 0:11.00, 18, A, B, 4, A, 18
661, 0:11.01, 18, B, A, A, 7, 1
662, 0:11.03, 1, 11, A, A, 24, B
663, 0:11.05, 11, 23, B, A, 31, 23
664, 0:11.06, 23, B, 31, 11, 25, A
665, 0:11.08, 16, B, A, 17, 4, A
666, 0:11.10, 18, A, B, 13, A, 29
667, 0:11.11, 29, 13, A, 12, B, A
668, 0:11.13, 2, A, 9, B, 23, 12
669, 0:11.15, 12, B, 23, A, B, 5
670, 0:11.16, A, 9, 4, B, B, 24
671, 0:11.18, 24, 10, B, A, 2, B
672, 0:11.20, 3, 21, 2, A, B, B
673, 0:11.21, A, 9, 23, B, B, 20
674, 0:11.23, 20, 5, 2, A, B, 15
675, 0:11.25, 15, 23, 27, 25, B, A
676, 0:11.26, 18, 25, B, 9, 14, A
677, 0:11.28, 31, A, 14, B, 3, 11
678, 0:11.30, 11, 14, 3, 8, B, B
679, 0:11.31, B, 8, 26, B, 20, 15
680, 0:11.33, 15, B, 20, 15, B, B
681, 0:11.35, 1, 15, B, B, 28, B
682, 0:11.36, 10, 20, 28, B, A, B
683, 0:11.38, 15, 6, 17, A, 19, B
684, 0:11.40, 10, 28, 19, B, 14, A
685, 0:11.41, 31, B, A, 10, B, 9
686, 0:11.43, 9, 10, 1, 24, B, B
687, 0:11.45, B, B, 17, 22, 16, 5
688, 0:11.46, 5, 22, B, 10, A, B
689, 0:11.48, 5, 10, A, B, A, 28
690, 0:11.50, 28, 30, 14, 30, A, A
691, 0:11.51, 5, B, 23, 30, 13, A
692, 0:11.53, 24, B, 13, A, 14, 23
693, 0:11.55, 23, A, B, 24, A, 23
694, 0:11.56, A, 24, A, 13, 6, B
695, 0:11.58, 27, 13, 6, B, 23, 20
696, 0:11.60, 20, B, B, 28, 13, 6
697, 0:11.61, 6, 28, B, B, A, 20
698, 0:11.63, 20, 20, 2, A, B, 13
699, 0:11.65, 13, 5, B, 22, A, A
700, 0:11.66, 10, 22, 8, A, B, 4
701, 0:11.68, 4, A, 18, 5, 21, A
702, 0:11.70, 19, 5, A, B, 10, 3
703, 0:11.71, 3, B, 10, B, 26, 13
704, 0:11.73, 13, B, 26, B, B, 26
705, 0:11.75, B, 12, 1, 23, 12, B
706, 0:11.76, 1, B, 12, B, B, 26
707, 0:11.78, 26, B, 28, B, A, 22
708, 0:11.80, 22, B, A, 16, 12, B
709, 0:11.81, 24, B, 12, 16, A, 29
710, 0:11.83, 29, 16, 19, B, B, A
711, 0:11.85, 27, B, 26, 30, A, 7
712, 0:11.86, 7, A, 19, B, A, 13
713, 0:11.88, 13, 30, 26, A, B, A
714, 0:11.90, 23, A, 14, A, 10, 14
715, 0:11.91, 14, A, 10, 10, A, B
716, 0:11.93, 19, 10, A, 11, B, A
717, 0:11.95, 24, 11, B, B, 3, 27
718, 0:11.96, 27, A, B, 29, B, 16
719, 0:11.98, B, 29, A, 29, 27, B
720, 0:12.00, 28, 29, A, B, B, 31
721, 0:12.01, 31, B, 0, B, 28, B
722, 0:12.03, 14, B, 28, 24, B, 4
723, 0:12.05, 4, 24, 16, B, B, B
724, 0:12.06, 29, 13, B, 5, A, B
725, 0:12.08, 31, A, 11, 31, B, 22
726, 0:12.10, 22, 31, 23, B, B, A
727, 0:12.11, 7, A, B, 14, 6, 9
728, 0:12.13, 9, A, 6, 11, 18, B
729, 0:12.15, 3, 11, B, 28, B, 31
730, 0:12.16, 31, A, B, 7, 13, B
731, 0:12.18, 7, 7, 13, 27, B, B
732, 0:12.20, 20, 27, B, A, 12, B
733, 0:12.21, 25, 15, 12, A, 28, B
734, 0:12.23, 27, B, 28, 15, B, A
735, 0:12.25, 20, B, 6, A, 2, B
736, 0:12.26, 17, B, 2, 4, 29, 1
737, 0:12.28, 1, 4, 29, 23, B, B
738, 0:12.30, 10, 23, B, 26, B, B
739, 0:12.31, 23, 26, B, 28, B, 29
740, 0:12.33, 29, B, 20, 26, 23, B
741, 0:12.35, 8, B, 23, 15, B, B
742, 0:12.36, 27, B, B, 31, A, 3
743, 0:12.38, 3, A, 2, 22, B, 27
744, 0:12.40, 27, A, 31, 1, A, 21
745, 0:12.41, 21, B, 23, 1, A, 19
746, 0:12.43, 19, B, 23, 19, A, A
747, 0:12.45, 11, A, 24, A, 3, 31
748, 0:12.46, 31, A, 3, 11, A, 3
749, 0:12.48, 3, A, A, A, 31, 12
750, 0:12.50, 12, 12, A, A, 4, A
751, 0:12.51, 19, A, A, 24, 19, A
752, 0:12.53, 16, 24, A, A, 23, 15
753, 0:12.55, A, 23, 23, B, 14, 0
754, 0:12.56, 0, 30, 14, A, B, 10
755, 0:12.58, 10, 1, 18, A, A, 8
756, 0:12.60, 8, 18, A, 16, 0, A
757, 0:12.61, 18, B, A, A, 30, 6
758, 0:12.63, 6, B, 30, 28, B, A
759, 0:12.65, 22, B, 29, B, 9, 30
760, 0:12.66, 30, 5, 9, B, B, 17
761, 0:12.68, B, 11, B, 28, B, 28
762, 0:12.70, 28, B, B, 24, B, 16
763, 0:12.71, 16, 24, B, 24, A, B
764, 0:12.73, 6, 24, 0, 21, A, A
765, 0:12.75, 19, 21, 15, 18, A, A
766, 0:12.76, 7, B, 0, 7, A, A
767, 0:12.78, 19, 7, 15, A, A, B
768, 0:12.80, B, A, 14, 10, 30, 19
769, 0:12.81, 19, 10, 30, A, A, 23
770, 0:12.83, 23, A, 21, A, A, 16
771, 0:12.85, 16, A, 27, A, A, 14
772, 0:12.86, 14, 29, A, B, 7, A
773, 0:12.88, 24, A, 7, A, 17, 15
774, 0:12.90, 15, A, 17, B, 23, A
775, 0:12.91, A, 19, 23, 27, A, A
776, 0:12.93, 18, 27, A, B, 18, 2
777, 0:12.95, 2, B, 18, 2, A, 4
778, 0:12.96, 4, A, B, 28, B, 12
779, 0:12.98, B, 28, 7, A, 21, A
780, 0:13.00, A, 2, A, 17, 25, B
781, 0:13.01, 6, A, 25, A, 11, B
782, 0:13.03, 4, A, 11, B, 25, B
783, 0:13.05, A, 3, 25, 22, B, A
784, 0:13.06, 9, A, 15, B, A, 29
785, 0:13.08, 29, 21, 2, A, B, A
786, 0:13.10, 26, 19, A, A, 18, 30
787, 0:13.11, 30, 22, 18, B, 0, A
788, 0:13.13, A, 0, 0, 0, A, 24
789, 0:13.15, 24, A, 24, A, 18, 15
790, 0:13.16, 15, A, 18, 23, A, A
791, 0:13.18, 18, B, A, A, 5, 26
792, 0:13.20, 26, 9, 5, A, A, B
793, 0:13.21, 23, 16, B, A, 5, 20
794, 0:13.23, 20, 6, 5, A, A, A
795, 0:13.25, A, 30, 11, B, 0, A
796, 0:13.26, 8, A, 0, B, 11, A
797, 0:13.28, 26, B, B, 14, 9, 30
798, 0:13.30, 30, 14, 9, A, A, B
799, 0:13.31, 7, A, B, A, 24, 6
800, 0:13.33, 6, 24, 24, 27, B, A
801, 0:13.35, 24, A, A, 13, 3, B
802, 0:13.36, 16, A, 3, 5, 6, B
803, 0:13.38, 11, 5, A, 13, 25, A
804, 0:13.40, A, A, 25, 18, 24, A
805, 0:13.41, 15, B, A, 28, 21, 0
806, 0:13.43, A, 28, 21, A, B, 4
807, 0:13.45, 4, 25, B, A, 9, A
808, 0:13.46, 21, 20, 9, A, A, 28
809, 0:13.48, 28, B, 24, A, 26, A
810, 0:13.50, 20, 1, 26, A, 0, A
811, 0:13.51, 26, A, B, A, 31, 6
812, 0:13.53, 6, 5, 31, A, A, B
813, 0:13.55, 11, A, 29, B, 1, 12
814, 0:13.56, 12, 11, 1, A, B, 6
815, 0:13.58, 6, 23, A, A, 16, B
816, 0:13.60, 16, 7, B, B, 20, 17
817, 0:13.61, 17, 8, 20, B, 18, B
818, 0:13.63, 4, 6, B, B, 6, B
819, 0:13.65, B, 22, 6, B, 31, B
820, 0:13.66, 17, 11, 31, 21, B, A
821, 0:13.68, 26, A, 0, 26, B, B
822, 0:13.70, 26, 26, 0, 1, B, A
823, 0:13.71, 1, A, B, 18, 9, B
824, 0:13.73, 5, B, 9, 13, B, A
825, 0:13.75, 29, B, A, 12, B, 13
826, 0:13.76, 13, B, 21, A, 0, B
827, 0:13.78, 23, B, 0, 8, B, 4
828, 0:13.80, 4, 8, 16, B, B, 23
829, 0:13.81, 23, B, 19, B, 31, 7
830, 0:13.83, 7, 24, 31, 0, B, A
831, 0:13.85, 26, 0, A, B, 7, A
832, 0:13.86, 7, 19, 7, 18, A, B
833, 0:13.88, 23, B, 9, B, A, 30
834, 0:13.90, 30, B, 10, 10, 29, B
835, 0:13.91, 17, 10, 29, B, B, 17
836, 0:13.93, 17, 17, B, 31, 11, B
837, 0:13.95, 21, 31, B, 5, 15, A
838, 0:13.96, 22, 5, 15, 18, 27, A
839, 0:13.98, 12, 18, 27, 10, A, B
840, 0:14.00, 11, 10, 5, A, A, 9
841, 0:14.01, 9, A, 7, A, B, 9
842, 0:14.03, 9, 2, A, 29, A, A
843, 0:14.05, 29, A, 8, A, 23, A
844, 0:14.06, 17, A, 23, A, A, 26
845, 0:14.08, 26, A, A, B, 24, 10
846, 0:14.10, 10, B, 24, A, 6, 7
847, 0:14.11, 7, A, B, B, 30, 12
848, 0:14.13, 12, 28, A, B, A, 20
849, 0:14.15, A, 26, 20, A, 6, A
850, 0:14.16, 6, B, A, 28, 30, A
851, 0:14.18, 20, B, 30, 9, 27, 0
852, 0:14.20, B, B, 27, 14, B, 31
853, 0:14.21, B, 14, B, 21, 22, B
854, 0:14.23, 13, 21, 22, B, A, 12
855, 0:14.25, 12, B, 20, A, A, 8
856, 0:14.26, 8, A, 13, 22, 18, B
857, 0:14.28, 12, A, 18, B, A, 17
858, 0:14.30, 17, A, 14, B, 10, 3
859, 0:14.31, 3, 30, A, B, 2, B
860, 0:14.33, B, A, 2, 26, 1, B
861, 0:14.35, 17, A, 1, 4, B, 12
862, 0:14.36, A, B, 13, 20, 20, B
863, 0:14.38, 18, B, 20, A, B, 1
864, 0:14.40, 1, B, 8, 10, B, 24
865, 0:14.41, 24, 10, A, B, 29, B
866, 0:14.43, 7, B, 29, 1, B, B
867, 0:14.45, 9, B, 0, 13, B, B
868, 0:14.46, 18, 13, 13, B, A, B
869, 0:14.48, 19, A, 8, 4, B, B
870, 0:14.50, 25, B, 11, 0, 22, B
871, 0:14.51, 4, B, B, 4, 8, B
872, 0:14.53, 29, 4, B, 22, B, B
873, 0:14.55, B, 22, 18, B, B, 13
874, 0:14.56, 13, 6, 18, B, 3, B
875, 0:14.58, 29, B, 3, 20, B, 0
876, 0:14.60, 0, 20, B, 20, 7, A
877, 0:14.61, 25, 20, 7, A, 12, B
878, 0:14.63, 7, 25, 12, B, 25, B
879, 0:14.65, 1, 13, 25, B, 14, B
880, 0:14.66, 7, 5, 14, 23, B, B
881, 0:14.68, B, 23, 1, 9, B, B
882, 0:14.70, 9, B, 7, 7, A, 5
883, 0:14.71, 5, 7, 9, A, A, 22
884, 0:14.73, 22, 12, 12, 11, B, A
885, 0:14.75, 15, 11, 26, A, 2, B
886, 0:14.76, 17, A, 2, A, 27, B
887, 0:14.78, 27, 4, A, A, A, 11
888, 0:14.80, A, B, 18, 29, 25, A
889, 0:14.81, 11, B, B, 21, 18, A
890, 0:14.83, 6, A, 18, B, 11, 0
891, 0:14.85, 0, A, B, 8, 2, B
892, 0:14.86, A, 8, 2, B, B, 16
893, 0:14.88, 16, A, 20, 9, B, 20
894, 0:14.90, 20, B, 28, A, 15, A
895, 0:14.91, A, 14, 15, A, 19, A
896, 0:14.93, 29, B, 19, A, A, 3
897, 0:14.95, 3, B, 5, 14, 0, 20
898, 0:14.96, 20, A, B, B, 10, 29
899, 0:14.98, 29, 22, B, 5, B, A
900, 0:15.00, A, 5, B, 8, 25, B
901, 0:15.01, 16, B, 25, A, B, 16
902, 0:15.03, 16, 23, 24, A, 19, A
903, 0:15.05, 20, 3, 19, A, B, 19
904, 0:15.06, 19, A, 7, A, 4, 1
905, 0:15.08, 1, B, 4, 16, A, 6
906, 0:15.10, A, 16, B, 23, 14, B
907, 0:15.11, B, B, 14, B, 5, 27
908, 0:15.13, 27, B, 5, 30, B, A
909, 0:15.15, B, A, 9, 5, A, 12
910, 0:15.16, 12, A, 24, 1, 16, B
911, 0:15.18, 29, A, 16, B, 25, B
912, 0:15.20, 6, B, 25, B, B, 5
913, 0:15.21, 5, 10, 13, B, A, 19
914, 0:15.23, B, 14, 15, A, 16, A
915, 0:15.25, 5, 19, 16, 10, A, A
916, 0:15.26, 26, 10, A, A, A, 18
917, 0:15.28, 18, 10, 2, B, 19, A
918, 0:15.30, 15, 26, A, B, 22, 21
919, 0:15.31, 21, A, B, B, 1, 21
920, 0:15.33, 21, 24, B, A, 11, B
921, 0:15.35, A, 22, 11, B, B, 22
922, 0:15.36, 22, A, B, 15, B, 22
923, 0:15.38, 22, 15, 31, 0, B, A
924, 0:15.40, A, B, 19, 27, 13, B
925, 0:15.41, 29, 27, 13, A, 24, B
926, 0:15.43, 7, A, 24, 8, B, 20
927, 0:15.45, 20, B, A, 20, B, 3
928, 0:15.46, 3, A, 6, 11, B, 1
929, 0:15.48, 1, 11, 11, 15, A, B
930, 0:15.50, A, 15, 7, 24, A, B
931, 0:15.51, 19, B, 22, 30, A, 27
932, 0:15.53, 27, 30, 21, 2, B, B
933, 0:15.55, B, 2, 15, B, 7, 5
934, 0:15.56, 5, B, 7, 30, B, B
935, 0:15.58, 3, 30, B, B, A, 20
936, 0:15.60, 20, 9, 1, 12, 26, B
937, 0:15.61, 27, 12, 26, 1, B, B
938, 0:15.63, 30, B, 28, B, 8, 19
939, 0:15.65, 19, B, 8, 12, A, B
940, 0:15.66, 11, A, B, 3, A, 13
941, 0:15.68, 13, A, 27, A, 23, B
942, 0:15.70, 31, B, 23, 31, B, A
943, 0:15.71, 2, A, 7, B, B, 19
944, 0:15.73, B, 19, A, 30, 30, B
945, 0:15.75, A, 30, 30, B, 12, A
946, 0:15.76, 13, A, A, 29, B, 28
947, 0:15.78, 28, 29, 28, 23, B, A
948, 0:15.80, 20, 23, B, A, 9, 17
949, 0:15.81, 17, B, 9, 1, A, B
950, 0:15.83, 13, 1, B, A, 1, B
951, 0:15.85, 4, 18, 1, A, 14, B
952, 0:15.86, 15, 5, 14, 19, A, B
953, 0:15.88, 26, 19, A, 9, A, A
954, 0:15.90, 8, A, 3, B, A, 13
955, 0:15.91, 13, 12, 3, B, 17, B
956, 0:15.93, B, A, 17, 4, 23, B
957, 0:15.95, 31, 4, A, B, B, 13
958, 0:15.96, A, B, 15, 27, 31, B
959, 0:15.98, 14, B, 31, B, 12, 26
960, 0:16.00, 26, B, 12, B, B, 24
961, 0:16.01, B, 9, B, 22, A, 27
962, 0:16.03, 27, B, 24, 19, A, A
963, 0:16.05, 21, 19, 26, A, A, B
964, 0:16.06, 20, A, B, A, 31, 7
965, 0:16.08, 7, A, 31, 16, 9, A
966, 0:16.10, 31, 16, 9, A, 26, A
967, 0:16.11, 27, A, A, 4, 29, A
968, 0:16.13, 9, A, A, 22, A, 10
969, 0:16.15, 10, 22, A, B, 22, 28
970, 0:16.16, A, 29, 22, A, 10, B
971, 0:16.18, 25, 17, A, A, 30, 24
972, 0:16.20, A, 26, 30, 26, B, 16
973, 0:16.21, A, A, 5, 7, 7, 10
974, 0:16.23, 10, 7, A, B, B, 26
975, 0:16.25, A, 13, 11, 25, 31, A
976, 0:16.26, B, B, 31, A, 18, 15
977, 0:16.28, 15, 30, 18, B, A, A
978, 0:16.30, B, 20, 29, B, 19, 18
979, 0:16.31, 18, A, B, 7, 12, A
980, 0:16.33, 13, 7, B, A, A, 20
981, 0:16.35, 20, A, 23, A, A, 21
982, 0:16.36, 21, A, A, 7, 7, 14
983, 0:16.38, 14, B, A, 16, 19, A
984, 0:16.40, A, B, 19, A, 6, 26
985, 0:16.41, 26, 9, B, B, 11, 3
986, 0:16.43, A, 13, B, 29, 14, B
987, 0:16.45, 12, 29, B, A, 20, 20
988, 0:16.46, 20, B, A, 7, A, 30
989, 0:16.48, 30, 7, A, 14, A, A
990, 0:16.50, 14, B, 14, 0, A, 13
991, 0:16.51, 13, A, 10, 20, B, 10
992, 0:16.53, 10, 20, 22, B, 29, A
993, 0:16.55, 19, B, A, 31, B, 5
994, 0:16.56, 5, B, 10, B, 9, 8
995, 0:16.58, 8, B, 9, 3, 8, A
996, 0:16.60, 16, A, 8, B, 4, B
997, 0:16.61, 18, A, 4, 20, B, B
998, 0:16.63, 7, B, 15, 29, 23, 2
999, 0:16.65, 2, 29, 23, 4, B, B
1000, 0:16.66, B, 4, 11, 13, B, B
1001, 0:16.68, 21, 13, 20, 6, B, B
1002, 0:16.70, 7, 6, B, 0, B, 28
1003, 0:16.71, 28, B, 11, B, A, 9
1004, 0:16.73, 9, B, A, 27, 25, B
1005, 0:16.75, 5, 27, 25, B, B, 19
1006, 0:16.76, 19, 9, 6, A, B, 11
1007, 0:16.78, 11, B, 17, 20, A, A
1008, 0:16.80, A, 20, A, 22, 26, A
1009, 0:16.81, 17, 22, A, A, A, 19
1010, 0:16.83, 19, B, 17, 4, A, A
1011, 0:16.85, A, B, 21, A, 28, 13
1012, 0:16.86, B, 14, A, A, 25, 1
1013, 0:16.88, 1, 16, A, 31, 17, B
1014, 0:16.90, A, A, 17, 18, B, 28
1015, 0:16.91, 28, B, 29, A, 22, A
1016, 0:16.93, 18, A, 22, A, A, 10
1017, 0:16.95, 10, 11, A, B, 23, A
1018, 0:16.96, 17, 26, 23, A, B, 28
1019, 0:16.98, 28, B, B, 0, 10, 10
1020, 0:17.00, 10, 0, 10, B, B, 3
1021, 0:17.01, 3, 12, B, B, 3, B
1022, 0:17.03, 18, 22, B, 16, B, 26
1023, 0:17.05, 26, 16, 3, B, 0, B
1024, 0:17.06, 28, 1, 0, 12, B, A
1025, 0:17.08, 23, A, 13, 2, B, 18
1026, 0:17.10, 18, A, B, 10, 20, B
1027, 0:17.11, 23, B, 20, 23, B, 21
1028, 0:17.13, 21, 23, B, 30, 29, B
1029, 0:17.15, B, B, 29, 4, 13, A
1030, 0:17.16, 3, 4, 13, A, A, B
1031, 0:17.18, 1, 4, 30, 19, B, A
1032, 0:17.20, 12, A, 4, B, A, 5
1033, 0:17.21, 5, A, 29, 29, 19, 9
1034, 0:17.23, A, 29, 19, 24, B, A
1035, 0:17.25, 3, B, B, 25, 17, 7
1036, 0:17.26, 7, 25, 17, B, 11, B
1037, 0:17.28, B, 28, 11, 21, 19, A
1038, 0:17.30, 4, A, 19, B, 31, B
1039, 0:17.31, 31, A, B, 20, A, 28
1040, 0:17.33, 28, A, 1, A, 28, B
1041, 0:17.35, 18, A, 28, 1, B, 13
1042, 0:17.36, 13, B, A, B, 1, 25
1043, 0:17.38, 25, 26, 1, A, B, B
1044, 0:17.40, B, 0, 20, A, B, 2
1045, 0:17.41, 2, 18, 1, B, 7, B
1046, 0:17.43, 31, 18, 7, A, B, 22
1047, 0:17.45, 22, B, A, 31, 4, B
1048, 0:17.46, A, 31, B, 11, 3, A
1049, 0:17.48, 19, 11, 3, A, A, 25
1050, 0:17.50, 25, 3, 1, A, 14, A
1051, 0:17.51, 6, B, A, A, 26, 17
1052, 0:17.53, 17, 5, 26, A, A, 21
1053, 0:17.55, 21, A, B, 7, 31, A
1054, 0:17.56, 2, 7, 31, A, 23, A
1055, 0:17.58, 29, 5, A, A, 12, 24
1056, 0:17.60, 24, 24, 12, A, 6, A
1057, 0:17.61, 14, A, 6, A, 2, 12
1058, 0:17.63, 12, B, A, 1, 8, 9
1059, 0:17.65, A, A, 8, 29, 8, B
1060, 0:17.66, B, B, 8, 10, A, 14
1061, 0:17.68, 14, B, A, 30, 21, B
1062, 0:17.70, 28, A, 21, B, 7, B
1063, 0:17.71, 0, 7, 7, 24, B, B
1064, 0:17.73, A, 24, 11, 19, A, B
1065, 0:17.75, 0, B, 21, 5, A, 9
1066, 0:17.76, 9, A, B, 12, A, 24
1067, 0:17.78, B, B, 19, A, 25, 25
1068, 0:17.80, 25, 1, 25, 22, B, A
1069, 0:17.81, 3, A, A, 16, 15, 4
1070, 0:17.83, 4, 16, A, 31, A, 27
1071, 0:17.85, 27, B, A, 10, 17, A
1072, 0:17.86, 16, B, 17, A, 19, 25
1073, 0:17.88, 25, 26, B, B, 19, 24
1074, 0:17.90, 24, 8, A, 4, B, B
1075, 0:17.91, 27, 4, 21, A, 1, B
1076, 0:17.93, 0, 19, 1, 18, B, A
1077, 0:17.95, 30, 18, 6, B, A, 18
1078, 0:17.96, 18, A, 30, 17, A, B
1079, 0:17.98, 3, 17, A, 20, 21, A
1080, 0:18.00, A, B, A, 29, 30, 27
1081, 0:18.01, 27, B, 30, 27, A, 3
1082, 0:18.03, B, 27, 16, A, B, 16
1083, 0:18.05, 16, 30, 3, A, 5, B
1084, 0:18.06, A, 28, B, 20, B, 28
1085, 0:18.08, 28, B, 11, B, 17, B
1086, 0:18.10, 4, B, 17, 24, B, A
1087, 0:18.11, B, A, 28, 25, 9, A
1088, 0:18.13, 5, A, 9, 1, B, 31
1089, 0:18.15, 31, B, 14, B, 11, 26
1090, 0:18.16, 26, 3, 11, B, B, B
1091, 0:18.18, B, 6, 15, 25, B, B
1092, 0:18.20, B, 25, 7, 0, B, A
1093, 0:18.21, 15, 0, 5, A, A, B
1094, 0:18.23, 26, A, 31, 7, 26, B
1095, 0:18.25, 6, A, 26, 27, B, A
1096, 0:18.26, 31, B, 11, A, B, 17
1097, 0:18.28, A, B, 3, 0, A, 15
1098, 0:18.30, B, A, 16, B, 25, 1
1099, 0:18.31, 1, 20, 25, B, 29, A
1100, 0:18.33, B, 22, 29, B, A, 28
1101, 0:18.35, 28, 30, B, 0, B, A
1102, 0:18.36, 27, A, 27, B, 1, B
1103, 0:18.38, 10, B, 1, A, B, 25
1104, 0:18.40, 25, 5, B, A, 16, A
1105, 0:18.41, 14, 29, 16, B, B, A
1106, 0:18.43, 27, 8, B, 31, 7, B
1107, 0:18.45, 28, 31, B, A, B, 3
1108, 0:18.46, 3, 25, A, 17, 4, B
1109, 0:18.48, A, 17, 4, 10, B, 14
1110, 0:18.50, 14, B, B, B, 9, 13
1111, 0:18.51, 13, 6, 9, 8, B, B
1112, 0:18.53, 18, 8, 8, B, 19, A
1113, 0:18.55, 13, 21, 19, 18, A, B
1114, 0:18.56, 23, 18, 1, 21, B, A
1115, 0:18.58, 2, B, 3, 1, A, 17
1116, 0:18.60, 17, B, 7, 8, A, 1
1117, 0:18.61, 1, B, 13, B, A, 1
1118, 0:18.63, 1, 26, 12, B, 25, A
1119, 0:18.65, 5, 3, 25, B, A, 12
1120, 0:18.66, 12, B, 13, 23, B, 19
1121, 0:18.68, 19, 23, B, B, B, 4
1122, 0:18.70, 4, B, 25, 6, B, B
1123, 0:18.71, 21, 6, 17, B, 13, A
1124, 0:18.73, 22, A, 13, 16, B, A
1125, 0:18.75, 7, 16, A, 14, A, 6
1126, 0:18.76, 6, B, 30, 5, 11, A
1127, 0:18.78, 29, B, 11, 6, 25, A
1128, 0:18.80, 13, B, 25, B, 2, 29
1129, 0:18.81, B, 22, B, 17, 17, A
1130, 0:18.83, 3, 17, 17, B, B, 8
1131, 0:18.85, 8, A, B, 2, A, 28
1132, 0:18.86, 28, A, 22, B, 16, 6
